text,font_size,is_bold,y_position,word_count,char_count,ends_colon,all_upper,label
Result: The ODL business plan,9.960000038146973,1,195.6216735839844,5,29,False,False,O
The first phase will be to build the ODL business plan. This plan will clearly define the ODL’s services,9.960000038146973,0,218.72885131835935,19,104,False,False,O
"funding and governance structures, as well as implementation plans for 2003-2005. It will also secure",9.960000038146973,0,230.25259399414065,15,101,False,False,O
the full commitment of all stakeholders and scope the operational plan for ODL for 2006 and beyond,9.960000038146973,0,241.77633666992188,17,98,False,False,O
"Given the number and diversity of stakeholders involved, the business planning process must be a fully",9.960000038146973,0,264.6943054199219,16,102,False,False,O
consultative approach. To ensure that the planning results in a workable plan with the full commitment,9.960000038146973,0,276.218017578125,16,102,False,False,O
"of all stakeholders it must have competent, dedicated staffing and monies for the travel and",9.960000038146973,0,287.7417297363281,15,92,False,False,O
communication components so critical in a consultative process,9.960000038146973,0,299.26544189453125,8,62,False,False,O
Phase II: Implementing and Transitioning,9.960000038146973,1,333.6374206542969,5,40,False,False,H3
Timeline: April 2004 – December 2006,9.960000038146973,1,356.6748962402344,6,36,False,False,O
Funding Requested: Funding from other states and provinces suggest that the ODL could receive,9.960000038146973,1,368.1985778808594,14,93,False,False,O
"funding of up to $50 Million (over 3 years). Funding to be provided partnership of government, library",9.960000038146973,0,379.7222900390625,17,102,False,False,O
stakeholders and other interested parties,9.960000038146973,0,391.1264953613281,5,41,False,False,O
Result: The ODL is implemented and validated,9.960000038146973,1,414.1639709472656,7,44,False,False,O
The second phase will be to implement the ODL based on the business plan. This phase recognizes,9.960000038146973,0,437.2711791992188,17,95,False,False,O
that for ODL to be optimally successful libraries must transition to a new way of doing business and,9.960000038146973,0,448.7948913574219,18,100,False,False,O
providing services. The transition must occur while libraries continue to provide existing services and,9.960000038146973,0,460.1990966796875,14,103,False,False,O
respond to current challenges. This implementation phase will funded by a partnership of government,9.960000038146973,0,471.7228088378906,14,99,False,False,O
library stakeholders and other interested parties as a means to quickly jumpstart the ODL,9.960000038146973,0,483.24652099609375,14,89,False,False,O
The seed money requested will allow libraries to realign their budgets and services as the infrastructure,9.960000038146973,0,506.2839660644531,16,105,False,False,O
"and content of the ODL is created and secured. Some of the funding will be new money, although there",9.960000038146973,0,517.688232421875,19,100,False,False,O
is every indication that existing budgets and methods of operating may be modified as a result of,9.960000038146973,0,529.1422119140625,17,97,False,False,O
"recommendations . During this phase the polices, procedures, governance structures and accountability",9.960000038146973,0,540.6160888671875,12,101,False,False,O
"mechanisms of the ODL will be put in place. Pilot projects will be initiated, evaluated and expanded",9.960000038146973,0,552.2593994140625,17,100,False,False,O
"Information resources will be identified, contracts for these resources will be negotiated and resources",9.960000038146973,0,563.7830810546875,14,104,False,False,O
will be made deployed through the ODL. Regular evaluation during this phase will ensure the ODL is,9.960000038146973,0,575.3067626953125,17,98,False,False,O
achieving its objectives and is accountable to its key communities,9.960000038146973,0,586.8304443359375,10,66,False,False,O
Phase III: Operating and Growing the ODL,9.960000038146973,1,609.6787109375,7,40,False,False,H3
Timeline: January 2007,9.960000038146973,1,632.7161865234375,3,22,False,False,O
Funding: $50 Million annually ($35 Million requested from government),9.960000038146973,1,644.2399291992188,9,69,False,False,O
Result: The ODL is fully operational and sustainable,9.960000038146973,1,667.1578979492188,8,52,False,False,O
In the third phase the ODL moves into the operational stage. Ontarians will experience the full benefits,9.960000038146973,0,690.26513671875,17,104,False,False,O
of the initiative and libraries will consolidate support around the ODL to grow resources and extend,9.960000038146973,0,701.788818359375,16,100,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
capabilities. The challenge is to secure resources sufficient to both sustain the original investments and,9.960000038146973,0,70.53298950195312,15,106,False,False,O
to enhance the ODL,9.960000038146973,0,82.05673217773438,4,18,False,False,O
The ongoing funding of the ODL will be based on a partnership model involving all the key participants,9.960000038146973,0,104.97470092773438,18,102,False,False,O
"(i.e. government, libraries, donors, public and private sectors). All participants (i.e. beneficiaries) are",9.960000038146973,0,116.49844360351562,13,107,False,False,O
expected to make financial contributions to the ODL. It is important in achieving the full impact of the,9.960000038146973,0,128.02218627929688,18,104,False,False,O
"ODL on Ontario’s economy, society and learning support that all library sectors are participants",9.960000038146973,0,139.54592895507812,14,96,False,False,O
"(university, colleges, public libraries and schools)",9.960000038146973,0,151.06967163085938,6,52,False,False,O
"The proposed funding model requires a continuing government investment, but also recognizes that as",9.960000038146973,0,168.58920288085938,14,99,False,False,O
the ODL matures a growing share of ODL funding will come from libraries and non-governmental,9.960000038146973,0,179.99337768554688,15,92,False,False,O
sources. During the 3-year implementation phase (2004 – 2006) libraries will realign their budgets to,9.960000038146973,0,191.51712036132807,15,101,False,False,O
enable ongoing funding contributions to ODL. During the same period ODL must build the proposed,9.960000038146973,0,203.04086303710935,15,95,False,False,O
endowment and secure public and private sector gifts and/or in-kind contributions. The following chart,9.960000038146973,0,214.56460571289065,14,102,False,False,O
outlines the model. This model is based on these assumptions,9.960000038146973,0,226.08834838867188,10,60,False,False,O
1. that ODL expenditures will increase by 50% over a 10 year period,9.960000038146973,0,243.6080017089844,13,67,False,False,O
2. that government funding will decrease from 70% to 45% during that 10 year period,9.960000038146973,0,261.0081481933594,15,83,False,False,O
"3. that library contributions, endowment and gifts/in-kind funding will increase from 30% to 55%",9.960000038146973,0,278.5278015136719,14,96,False,False,O
during the same period,9.960000038146973,0,290.051513671875,4,22,False,False,O
OVERVIEW OF ODL FUNDING MODEL,9.960000038146973,1,319.025146484375,5,29,False,True,O
Funding Source,12.0,1,342.1199951171875,2,14,False,False,O
Government,9.960000038146973,0,356.7330017089844,1,10,False,False,O
$35M (70%),9.960000038146973,0,356.7330017089844,2,10,False,True,O
$33.75M (45%),9.960000038146973,0,356.7330017089844,2,13,False,True,O
Libraries,9.960000038146973,0,368.73480224609375,1,9,False,False,O
$10M (20%),9.960000038146973,0,368.73480224609375,2,10,False,True,O
$22.5M (30%),9.960000038146973,0,368.73480224609375,2,12,False,True,O
Endowment,9.960000038146973,0,380.7366027832031,1,9,False,False,O
$4.5M (9%),9.960000038146973,0,380.7366027832031,2,10,False,True,O
$15M (20%),9.960000038146973,0,380.7366027832031,2,10,False,True,O
Gifts/In-Kind,9.960000038146973,0,392.7384033203125,1,13,False,False,O
$0.5M (1%),9.960000038146973,0,392.7384033203125,2,10,False,True,O
$3.75M (5%),9.960000038146973,0,392.7384033203125,2,11,False,True,O
TOTAL ANNUAL,9.960000038146973,1,404.6705017089844,2,12,False,True,O
"While the private sector will be invited to participate in the ODL through the endowment, gifts and in",9.960000038146973,0,439.7794799804688,18,102,False,False,O
"kind contributions, the ODL will also explore compatible commercial services which leverage the reach",9.960000038146973,0,451.3031921386719,14,101,False,False,O
of the ODL and help to offset operating costs,9.960000038146973,0,462.826904296875,9,45,False,False,O
A $50M budget leverages the consortium buying power of the province’s libraries to secure the best,9.960000038146973,0,485.8643798828125,16,98,False,False,O
"prices for information resources, the widest accessibility and the most favourable contracts. A budget of",9.960000038146973,0,497.2685852050781,15,105,False,False,O
this nature will ensure a core digital collection of sufficient scope and coverage to address a substantial,9.960000038146973,0,508.7922668457031,17,107,False,False,O
amount of the wide and diverse information and learning needs of the citizens of Ontario (an overview,9.960000038146973,0,520.3160400390625,17,101,False,False,O
of the nature of the ODL digital collection is appended). The proposed ODL expenditures in 2006,9.960000038146973,1,531.8397216796875,16,95,False,False,O
represent an investment of $5.00 per citizen,9.960000038146973,1,543.3833618164062,7,44,False,False,O
It is important to recognize that every new dollar per citizen invested in the Ontario Digital Library has a,9.960000038146973,0,566.2813720703125,19,108,False,False,O
double benefit: it supports a province-wide library of high quality information resources and it,9.960000038146973,0,577.8050537109375,14,96,False,False,O
strengthens every local library in Ontario by allowing them to reinvest existing dollars in new resources,9.960000038146973,0,589.328857421875,16,105,False,False,O
that enhance local services. This multiplier means that for every dollar invested in ODL the return,9.960000038146973,1,600.8525390625,16,99,False,False,O
on investment is worth $2 of value for Ontario,9.960000038146973,1,612.3961791992188,9,46,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Appendix B,12.0,0,92.8199691772461,2,10,False,False,H2
ODL Steering Committee Terms of Reference,12.0,0,92.8199691772461,6,41,False,False,O
1. Preamble,9.960000038146973,1,135.14248657226562,2,11,False,False,H3
Implementation of the Ontario Digital Library (ODL) requires a detailed business plan to be developed,9.960000038146973,0,158.24966430664062,15,101,False,False,O
and supported by its diverse stakeholder communities (see: www.odl.on.ca ). The business,9.960000038146973,0,169.65383911132812,12,88,False,False,O
"development planning and commitment process will be overseen by a Steering Committee, who are",9.960000038146973,0,181.17758178710935,14,93,False,False,O
accountable to potential ODL funders including the Province of Ontario,9.960000038146973,0,192.70132446289065,10,70,False,False,O
2. Terms of Reference,9.960000038146973,1,215.66909790039065,4,21,False,False,H3
"In broad terms, the ODL Business Plan Steering Committee is responsible for development of the",9.960000038146973,0,238.65676879882807,15,94,False,False,O
"business plan, securing sector support, and management of the planners and process. Specific",9.960000038146973,0,250.18051147460935,13,92,False,False,O
responsibilities include,9.960000038146973,0,261.7042541503906,2,24,False,False,O
"2.1 developing a detailed business plan for the three-year implementation phase of the ODL, including",9.960000038146973,0,284.7417297363281,15,101,False,False,O
"governance, management, funding model and structure, organizational structure, marketing",9.960000038146973,0,296.1459350585937,9,88,False,False,O
"staffing, and evaluation",9.960000038146973,0,307.6696472167969,3,24,False,False,O
"2.2 consulting with and reporting to stakeholder communities, to ensure open, consistent and two-way",9.960000038146973,0,319.193359375,14,100,False,False,O
"communication, and to ensure meaningful opportunities for stakeholder input into decision",9.960000038146973,0,330.7170715332031,11,89,False,False,O
making,9.960000038146973,0,342.24078369140625,1,6,False,False,O
2.3 recruiting and managing the business planner(s),9.960000038146973,0,353.7644958496094,7,51,False,False,O
"2.4 defining terms of reference and resource parameters for business planner(s), and authorizing",9.960000038146973,0,365.168701171875,13,96,False,False,O
expenditures,9.960000038146973,0,376.6924133300781,1,12,False,False,O
2.5 serving as a focus group for business planner(s) to test ideas,9.960000038146973,0,388.2161254882813,12,66,False,False,O
2.6 providing signoff for business planner(s) at key decision points of business plan development,9.960000038146973,0,399.7398376464844,14,97,False,False,O
"2.7 securing commitment from library, government, and institutional stakeholders for implementation",9.960000038146973,0,411.2635498046875,11,99,False,False,O
of the business plan,9.960000038146973,0,422.7872619628906,4,20,False,False,O
2.8 presenting the business plan to funders,9.960000038146973,0,434.19146728515625,7,43,False,False,O
2.9 undertaking advocacy efforts to promote the ODL to the broader communities including library,9.960000038146973,0,445.7151794433594,14,96,False,False,O
and education communities,9.960000038146973,0,457.2388916015625,3,25,False,False,O
3. Membership,9.960000038146973,1,480.2066650390625,2,13,False,False,H3
"Each of the four sectors, Schools, Colleges, Universities, and Public Libraries can appoint up to two",9.960000038146973,0,503.1943664550781,16,101,False,False,O
representatives to the steering committee,9.960000038146973,0,514.718017578125,5,41,False,False,O
3.1 Schools,9.960000038146973,0,537.7554931640625,2,11,False,False,O
Ontario School Library Association (OSLA) and The Association of Library Consultants and,9.960000038146973,0,549.2791748046875,12,88,False,False,O
Coordinators of Ontario (TALCO) ( Executive Council of OSLA to name representative in,9.960000038146973,0,560.56396484375,13,85,False,False,O
consultation with TALCO ),9.960000038146973,0,572.087646484375,4,25,False,False,O
3.2 Universities,9.960000038146973,0,583.7308349609375,2,16,False,False,O
Ontario Council of University Libraries (OCUL) ( OCUL to name ),9.960000038146973,0,595.1351318359375,11,63,False,False,O
3.3 Colleges,9.960000038146973,0,606.7783203125,2,12,False,False,O
"Bibliocentre, and Heads of Libraries and Learning Resources (UAG and HLLR to name )",9.960000038146973,0,618.1824951171875,14,83,False,False,O
3.4 Public libraries,9.960000038146973,0,629.7061767578125,3,20,False,False,O
"Administrators of Medium-sized Public Libraries of Ontario (AMPLO), Administrators of Rural",9.960000038146973,0,641.22998046875,11,91,False,False,O
"Urban Public Libraries of Ontario (ARUPLO), Administrators of Small Public Libraries of",9.960000038146973,0,652.753662109375,12,87,False,False,O
Ontario (ASPLO) and Chief Executives of Large-sized Public Libraries of Ontario (CELPLO),9.960000038146973,0,664.27734375,12,88,False,False,O
"( Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name )",9.960000038146973,0,675.6815185546875,11,57,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
3.5 Ontario Library Association representative (ex-officio) ( OLA to appoint one representative ),9.960000038146973,0,70.44259643554688,13,97,False,False,O
Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.960000038146973,0,82.08590698242188,16,89,False,False,O
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.960000038146973,0,93.60964965820312,14,94,False,False,O
"the preparation of the business plan, finance, and communications",9.960000038146973,0,105.01382446289062,9,65,False,False,O
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.960000038146973,0,128.05130004882812,17,94,False,False,O
"discretion, call on invited experts to advise on issues as required",9.960000038146973,0,139.57504272460938,11,67,False,False,O
4. Appointment Criteria and Process,9.960000038146973,1,162.54281616210938,5,35,False,False,H3
Groups and organizations named in Section 3 above are responsible for appointing up to two,9.960000038146973,0,186.13803100585935,15,90,False,False,O
representatives to the Steering Committee,9.960000038146973,0,198.13980102539065,5,41,False,False,O
Desired characteristics for steering committee appointees include,9.960000038146973,0,222.14340209960935,7,65,False,False,O
Strategic thinkers,9.960000038146973,0,246.2665100097656,2,18,False,False,O
Committed to the concept of multi-sector partnerships,9.960000038146973,0,258.5073547363281,7,53,False,False,O
Knowledgeable about digital libraries and resources,9.960000038146973,0,270.628662109375,6,51,False,False,O
Knowledgeable about government structures,9.960000038146973,0,282.8695068359375,4,41,False,False,O
Respected by their communities; influential,9.960000038146973,0,294.9908142089844,5,43,False,False,O
Able to take a consultative approach,9.960000038146973,0,307.11212158203125,6,36,False,False,O
Able to devote time to Steering Committee business: approximately one day per month for,9.960000038146973,0,321.3330078125,14,87,False,False,O
meetings plus 2-3 working days per month on related activities,12.0,0,332.3399963378906,10,62,False,False,O
5. Term,9.960000038146973,1,357.9825134277344,2,7,False,False,H3
Expected term on the Steering Committee is the time required to complete development of the,9.960000038146973,0,381.0897216796875,15,91,False,False,O
business plan plus two months. This process is expected to take approximately 6 months,9.960000038146973,0,392.4939270019531,14,86,False,False,O
6. Chair,9.960000038146973,1,415.4617004394531,2,8,False,False,H3
Chair will be appointed by the Board of the Ontario Library Association,9.960000038146973,0,438.5689086914063,12,71,False,False,O
Role of the Chair,9.960000038146973,0,463.7677001953125,4,17,False,False,O
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.960000038146973,0,486.80517578125,19,104,False,False,O
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.960000038146973,0,498.3288879394531,14,96,False,False,O
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.960000038146973,0,509.8525695800781,19,101,False,False,O
"the business plan, and communications to stakeholders, funders, and government",9.960000038146973,0,521.3763427734375,10,78,False,False,O
7. Meetings,9.960000038146973,1,544.2245483398438,2,11,False,False,H3
It is expected that in person meetings are held once per month and the majority of business will be,9.960000038146973,0,567.331787109375,19,99,False,False,O
"conducted by e-mail, and teleconference",9.960000038146973,0,578.85546875,5,39,False,False,O
8. Lines of Accountability and Communication,9.960000038146973,1,601.7036743164062,6,44,False,False,H3
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.960000038146973,0,624.8109130859375,16,94,False,False,O
funders,9.960000038146973,0,636.3345947265625,1,7,False,False,O
8.2 The role of the Ontario Library Association is to assume responsibility for funds contributed by the,9.960000038146973,0,659.3720703125,17,104,False,False,O
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.960000038146973,0,670.7762451171875,16,86,False,False,O
disperse them for purposes as directed by the Steering Committee. OLA will provide,9.960000038146973,0,682.300048828125,13,82,False,False,O
financial reports to the Steering Committee as requested and shall comply with all,9.960000038146973,0,693.82373046875,13,82,False,False,O
government reporting regulations for funds received,9.960000038146973,0,705.347412109375,6,51,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.960000038146973,0,82.07662963867188,14,94,False,False,O
ongoing communications and consultation on issues and progress. The Steering committee,9.960000038146973,0,93.60037231445312,11,86,False,False,O
is responsible for strong liaison with government particularly the Chief Information Officer,9.960000038146973,0,105.00454711914062,12,92,False,False,O
"Community Services Cluster, ADM’s and Deputy Ministers",9.960000038146973,0,116.52828979492188,7,54,False,False,O
9. Financial and Administrative Policies,9.960000038146973,1,139.49606323242188,5,40,False,False,H3
9.1 Service on the Steering Committee is non-remunerative,9.960000038146973,0,162.60324096679688,8,57,False,False,O
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,9.960000038146973,0,174.00741577148438,14,94,False,False,O
policies of the Ontario Library Association,9.960000038146973,0,185.5311584472656,6,43,False,False,O
9.3 Conflict of Interest,9.960000038146973,0,197.05490112304688,4,24,False,False,O
The ODL Steering Committee will function according to standard conflict of interest guidelines,9.960000038146973,0,208.57864379882807,13,94,False,False,O
"ensuring that members, their immediate family members, or their places of employment, will",9.960000038146973,0,220.10232543945312,13,90,False,False,O
not benefit financially from the decisions the Steering Committee might make. As a first,9.960000038146973,0,231.6260681152344,14,88,False,False,O
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",9.960000038146973,0,243.03024291992188,16,97,False,False,O
statement and procedural guidelines that will govern its work,9.960000038146973,0,254.55398559570312,9,61,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Appendix C,12.0,0,92.8199691772461,2,10,False,False,H2
ODL’s Envisioned Electronic Resources,12.0,0,92.8199691772461,4,37,False,False,O
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,9.960000038146973,0,135.21267700195312,17,97,False,False,O
collaboration and resource sharing. ODL will be a portal - capable of customization as,9.960000038146973,0,146.73641967773438,14,86,False,False,O
"a home page for local libraries - to organized, comprehensive, authoritative and validated",9.960000038146973,0,158.26016235351562,13,90,False,False,O
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,9.960000038146973,0,169.66433715820312,17,98,False,False,O
"of their education, life and work. Some examples",9.960000038146973,0,181.1880798339844,8,48,False,False,O
1. Reference Resources,9.960000038146973,0,204.22555541992188,3,22,False,False,O
"directories: companies, associations, organizations, governments, educational institutions",9.960000038146973,0,227.26303100585935,7,90,False,False,O
etc. etc,9.960000038146973,0,238.66720581054688,2,8,False,False,O
"almanacs, country information",9.960000038146973,0,250.19094848632807,3,29,False,False,O
"dictionaries, thesauri, encyclopedias",9.960000038146973,0,261.7146911621094,3,37,False,False,O
consumer information,9.960000038146973,0,273.2384033203125,2,20,False,False,O
phone books,9.960000038146973,0,284.7621154785156,2,11,False,False,O
"travel guides, entertainment guides",9.960000038146973,0,296.16632080078125,4,35,False,False,O
weather information,9.960000038146973,0,307.6900329589844,2,19,False,False,O
media/newspapers,9.960000038146973,0,319.2137451171875,1,16,False,False,O
"leisure time, recreational activity guides",9.960000038146973,0,330.7374572753906,5,42,False,False,O
indexing and abstracting services,9.960000038146973,0,342.2611694335937,4,33,False,False,O
currency converters,9.960000038146973,0,353.7848815917969,2,19,False,False,O
virtual reference services,9.960000038146973,0,365.1890869140625,3,26,False,False,O
vocational/career information,9.960000038146973,0,376.7127990722656,2,29,False,False,O
internet search engines,9.960000038146973,0,388.2365112304688,3,23,False,False,O
current awareness services,9.960000038146973,0,399.7602233886719,3,26,False,False,O
2. Subject Guides,9.960000038146973,0,422.7976989746094,3,17,False,False,O
arts and humanities,9.960000038146973,0,445.7156677246094,3,19,False,False,O
business and economics,9.960000038146973,0,457.2393798828125,3,22,False,False,O
education,9.960000038146973,0,468.76312255859375,1,9,False,False,O
recreation and sports,9.960000038146973,0,480.2868347167969,3,21,False,False,O
"entertainment - games, activities for kids",9.960000038146973,0,491.6910400390625,6,42,False,False,O
health information,9.960000038146973,0,503.2148132324219,2,18,False,False,O
science and technology,9.960000038146973,0,514.738525390625,3,22,False,False,O
social sciences,9.960000038146973,0,526.26220703125,2,15,False,False,O
society and culture,9.960000038146973,0,537.785888671875,3,19,False,False,O
3. Educational tool-kits,9.960000038146973,0,560.703857421875,3,24,False,False,O
"guides to information gathering methodologies, information literacy",9.960000038146973,0,583.7413330078125,7,67,False,False,O
study guides,9.960000038146973,0,595.2650146484375,2,12,False,False,O
study skill development,9.960000038146973,0,606.788818359375,3,23,False,False,O
web-based curricula,9.960000038146973,0,618.3125,2,19,False,False,O
internet search guides,9.960000038146973,0,629.716796875,3,22,False,False,O
"4. Journals, books, maps, music etc",9.960000038146973,0,652.7542724609375,6,35,False,False,O
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,732.7681274414062,9,57,False,False,O
March 2003,7.559999942779541,1,732.7681274414062,2,10,False,False,O
Parsippany -Troy Hills STEM Pathways,28.00721549987793,1,37.369590759277344,5,36,False,False,title
Mission Statement: To provide PTHSD high school students with the opportunity to,16.006149291992188,0,87.59385681152344,12,80,False,False,O
"concentrate their studies, beyond those required in high school, in the areas of science",12.004799842834473,0,108.7464599609375,14,88,False,False,O
"technology, engineering, and mathematics, and expose students to relevant real world",12.004799842834473,0,123.00213623046876,11,84,False,False,O
"experiences through project work, conferences and presentations to enhance their high school",12.004799842834473,0,137.2578125,12,92,False,False,O
experience,12.004799842834473,0,151.51348876953125,1,10,False,False,O
PATHWAY OPTIONS,15.308159828186035,0,438.1753845214844,2,15,False,True,H1
REGULAR PATHWAY,15.310199737548828,1,467.7545776367188,2,15,False,True,H2
4 credits of Math,11.007583618164062,0,501.1643371582031,4,17,False,False,O
4 credits of Science,11.007583618164062,0,514.67333984375,4,20,False,False,O
4 credits of STEM-designated electives,11.007583618164062,0,528.182373046875,5,38,False,False,O
Maintain an overall 2.85 GPA,11.007583618164062,0,541.69140625,5,28,False,False,O
Participate in a minimum of 3 STEM,11.007583618164062,0,555.2003784179688,7,34,False,False,O
presentations/conferences each year,11.007583618164062,0,568.7093505859375,3,35,False,False,O
with a required minimum total of 12,11.007583618164062,0,582.2183837890625,7,35,False,False,O
presentations/conferences throughout,11.007583618164062,0,595.7274169921875,2,36,False,False,O
the 4 years . *,11.007583618164062,1,609.236328125,5,15,False,False,O
Join and actively participate in a,11.007583618164062,0,622.745361328125,6,34,False,False,O
STEM-related extracurricular activity or,11.007583618164062,0,636.25439453125,4,40,False,False,O
club every year of attendance.,11.007583618164062,0,649.7633666992188,5,30,False,False,O
DISTINCTION PATHWAY,15.310199737548828,1,467.7545776367188,2,19,False,True,H2
4 credits of Math - At least one math,11.007583618164062,0,483.1530151367188,9,37,False,False,O
course should be an AP Math class,11.007583618164062,0,496.6620178222656,7,33,False,False,O
4 credits of Science- At least one,11.007583618164062,0,510.1709899902344,7,34,False,False,O
science course should be an AP,11.007583618164062,0,523.6800537109375,6,30,False,False,O
Science class,11.007583618164062,0,537.1890869140625,2,13,False,False,O
4 credits of STEM-designated electives,11.007583618164062,0,550.6980590820312,5,38,False,False,O
One must be a Computer,11.007583618164062,0,564.20703125,5,22,False,False,O
Science/Technology Class,11.007583618164062,0,577.716064453125,2,24,False,False,O
Maintain an overall 3.5 GPA,11.007583618164062,0,591.22509765625,5,27,False,False,O
Participate in a minimum of 3 STEM,11.007583618164062,0,604.7340698242188,7,34,False,False,O
presentations/conferences a year with a,11.007583618164062,0,618.2430419921875,5,39,False,False,O
required minimum total of 12,11.007583618164062,0,631.7520751953125,5,28,False,False,O
presentations/conferences throughout,11.007583618164062,0,645.2611083984375,2,36,False,False,O
the 4 years,11.007583618164062,0,658.7700805664062,3,11,False,False,O
Join and actively participate in a,11.007583618164062,0,672.279052734375,6,34,False,False,O
STEM-related extracurricular activity or,11.007583618164062,0,685.7880859375,4,40,False,False,O
club every year of attendance,11.007583618164062,0,699.297119140625,5,29,False,False,O
Either participate in an internship or,11.007583618164062,0,712.8060913085938,6,38,False,False,O
design and implement a community,11.007583618164062,0,726.3150634765625,5,32,False,False,O
impact project,11.007583618164062,0,739.8240966796875,2,14,False,False,O
Goals,14.011449813842772,0,182.6382598876953,1,5,False,False,O
"Inspire keen interest in mathematics, science, engineering, and",11.508949279785156,0,209.4823760986328,8,63,False,False,O
"technology, develop strong scholarship in the subject and",11.508949279785156,0,224.78021240234372,8,57,False,False,O
promote the enjoyment of these studies in high school,11.508949279785156,0,238.291015625,9,53,False,False,O
Expose students to potential career opportunities in the field,11.508949279785156,0,250.0128326416016,9,62,False,False,O
Encourage students to pursue higher education and major in,11.508949279785156,0,263.5236511230469,9,58,False,False,O
STEM careers,11.508949279785156,0,278.82147216796875,2,12,False,False,O
Promote interactions with STEM professionals to learn about,11.508949279785156,0,292.332275390625,8,59,False,False,O
future opportunities,11.508949279785156,0,305.84307861328125,2,20,False,False,O
Support field experiences connected to the world outside of,11.508949279785156,0,319.3538818359375,9,59,False,False,O
the school building,11.508949279785156,0,332.8646850585937,3,19,False,False,O
"Signal to employers, universities, training programs, and",11.508949279785156,0,346.37548828125,7,57,False,False,O
military that a student has completed a comprehensive course,11.508949279785156,0,359.88629150390625,9,60,False,False,O
of study in a specialized area,11.508949279785156,0,373.3970947265625,6,30,False,False,O
"Cultivate transferable work habits such as perseverance, goal",11.508949279785156,0,386.9078979492188,8,61,False,False,O
"setting, and self-direction",11.508949279785156,0,400.418701171875,3,27,False,False,O
ADDRESS,12.401399612426758,0,444.2804260253906,1,7,False,True,O
TOPJUMP,12.413744926452637,0,458.4438171386719,1,7,False,True,O
3735 PARKWAY,12.401350021362305,1,472.3673400878906,2,12,False,True,O
"PIGEON FORGE, TN 37863",12.401350021362305,0,486.2960205078125,4,22,False,True,O
(NEAR DIXIE STAMPEDE ON THE PARKWAY),9.401000022888184,0,500.7993774414063,6,36,False,True,O
RSVP:,26.66584587097168,1,523.3318481445312,1,5,True,True,O
CLOSED TOED SHOES ARE REQUIRED FOR CLIMBING,7.2201762199401855,0,555.747802734375,7,43,False,True,O
PARENTS OR GUARDIANS NOT ATTENDING THE PARTY,7.229546546936035,0,571.8294677734375,7,44,False,True,O
PLEASE VISIT TOPJUMP.COM TO FILL OUT WAIVER,7.427609920501709,1,581.1941528320312,7,43,False,True,O
SO YOUR CHILD CAN ATTEND,7.20074987411499,0,590.0763549804688,5,24,False,True,O
HOPE To SEE Y ou T HERE,26.40279960632324,1,598.6004028320312,7,23,False,False,H1
WWW.TOPJUMP.COM,18.025842666625977,0,624.4996948242188,1,15,False,True,O
